"obs","school","schgender","avg","score16","score11","sex"
3124,49,"girls",-0.001192,-0.492781,-1.61253,"F"
3125,49,"girls",-0.001192,-0.062088,0.3711052,"F"
3126,49,"girls",-0.001192,0.4026692,-0.868667,"F"
3127,49,"girls",-0.001192,1.0396082,1.3629222,"F"
3128,49,"girls",-0.001192,0.6107292,1.1149682,"F"
3129,49,"girls",-0.001192,-0.062088,-0.042152,"F"
3130,49,"girls",-0.001192,0.1941492,0.3711052,"F"
3131,49,"girls",-0.001192,0.5443412,0.0404992,"F"
3132,49,"girls",-0.001192,0.1941492,0.3711052,"F"
3133,49,"girls",-0.001192,-0.419801,0.4537562,"F"
3134,49,"girls",-0.001192,0.5443412,0.7843622,"F"
3135,49,"girls",-0.001192,0.8219882,0.7843622,"F"
3136,49,"girls",-0.001192,-0.419801,-1.116621,"F"
3137,49,"girls",-0.001192,-0.197611,-0.703364,"F"
3138,49,"girls",-0.001192,0.0043222,0.6190592,"F"
3139,49,"girls",-0.001192,0.2613242,-0.786016,"F"
3140,49,"girls",-0.001192,0.4026692,-0.372758,"F"
3141,49,"girls",-0.001192,-0.699505,-0.951318,"F"
3142,49,"girls",-0.001192,-1.335315,-2.439045,"F"
3143,49,"girls",-0.001192,1.8138272,1.8588312,"F"
3144,49,"girls",-0.001192,-0.939378,-0.951318,"F"
3145,49,"girls",-0.001192,-0.062088,-0.703364,"F"
3146,49,"girls",-0.001192,1.4395322,1.5282252,"F"
3147,49,"girls",-0.001192,0.7472282,-0.620713,"F"
3148,49,"girls",-0.001192,0.4026692,-0.372758,"F"
3149,49,"girls",-0.001192,1.1094382,0.9496652,"F"
3150,49,"girls",-0.001192,-1.029067,-0.951318,"F"
3151,49,"girls",-0.001192,0.4026692,-1.116621,"F"
3152,49,"girls",-0.001192,0.8219882,0.9496652,"F"
3153,49,"girls",-0.001192,0.0735362,0.7017112,"F"
3154,49,"girls",-0.001192,0.1941492,0.5364082,"F"
3155,49,"girls",-0.001192,-0.338842,-1.364576,"F"
3156,49,"girls",-0.001192,-0.699505,-0.45541,"F"
3157,49,"girls",-0.001192,-0.197611,-0.45541,"F"
3158,49,"girls",-0.001192,0.1941492,0.2884532,"F"
3159,49,"girls",-0.001192,0.0043222,-0.703364,"F"
3160,49,"girls",-0.001192,0.8219882,0.2058022,"F"
3161,49,"girls",-0.001192,-0.776109,-0.868667,"F"
3162,49,"girls",-0.001192,0.7472282,1.1149682,"F"
3163,49,"girls",-0.001192,0.5443412,-0.042152,"F"
3164,49,"girls",-0.001192,1.3101422,1.1976192,"F"
3165,49,"girls",-0.001192,-0.492781,-0.124804,"F"
3166,49,"girls",-0.001192,0.6107292,-0.538061,"F"
3167,49,"girls",-0.001192,-0.623051,-0.124804,"F"
3168,49,"girls",-0.001192,-0.265159,-1.281924,"F"
3169,49,"girls",-0.001192,-1.118624,-0.868667,"F"
3170,50,"mixed",0.0065332,-1.118624,-0.868667,"F"
3171,50,"mixed",0.0065332,-1.118624,-0.290107,"M"
3172,50,"mixed",0.0065332,0.0735362,1.1976192,"M"
3173,50,"mixed",0.0065332,1.0396082,1.2802712,"F"
3174,50,"mixed",0.0065332,-0.555112,0.2884532,"F"
3175,50,"mixed",0.0065332,0.1941492,1.6108772,"M"
3176,50,"mixed",0.0065332,1.2405332,1.1149682,"M"
3177,50,"mixed",0.0065332,-0.062088,0.6190592,"F"
3178,50,"mixed",0.0065332,0.0043222,1.2802712,"F"
3179,50,"mixed",0.0065332,-1.438662,-1.943136,"M"
3180,50,"mixed",0.0065332,-1.723882,-2.273742,"F"
3181,50,"mixed",0.0065332,-0.623051,-0.45541,"F"
3182,50,"mixed",0.0065332,0.4781942,0.7843622,"F"
3183,50,"mixed",0.0065332,-0.338842,0.7843622,"F"
3184,50,"mixed",0.0065332,0.4026692,0.7843622,"M"
3185,50,"mixed",0.0065332,-0.939378,-1.860484,"M"
3186,50,"mixed",0.0065332,-0.197611,0.4537562,"F"
3187,50,"mixed",0.0065332,-1.62373,-0.868667,"F"
3188,50,"mixed",0.0065332,-0.265159,-0.290107,"M"
3189,50,"mixed",0.0065332,1.3101422,1.0323172,"M"
3190,50,"mixed",0.0065332,-0.699505,1.1149682,"F"
3191,50,"mixed",0.0065332,0.8219882,1.5282252,"F"
3192,50,"mixed",0.0065332,0.7472282,0.3711052,"M"
3193,50,"mixed",0.0065332,-1.335315,0.2058022,"M"
3194,50,"mixed",0.0065332,-1.118624,-0.538061,"F"
3195,50,"mixed",0.0065332,0.1941492,1.0323172,"F"
3196,50,"mixed",0.0065332,-1.118624,-0.703364,"M"
3197,50,"mixed",0.0065332,-0.492781,-0.45541,"F"
3198,50,"mixed",0.0065332,0.8219882,1.1976192,"M"
3199,50,"mixed",0.0065332,-0.129085,-0.538061,"M"
3200,50,"mixed",0.0065332,0.2613242,1.7761802,"M"
3201,50,"mixed",0.0065332,-1.62373,-2.025787,"M"
3202,50,"mixed",0.0065332,0.6107292,-0.868667,"F"
3203,50,"mixed",0.0065332,0.9675862,1.1976192,"F"
3204,50,"mixed",0.0065332,0.9675862,0.2058022,"M"
3205,50,"mixed",0.0065332,-0.85267,-0.703364,"M"
3206,50,"mixed",0.0065332,0.1941492,-0.45541,"F"
3207,50,"mixed",0.0065332,-2.291731,-0.868667,"M"
3208,50,"mixed",0.0065332,0.7472282,-0.290107,"M"
3209,50,"mixed",0.0065332,-1.62373,-0.951318,"M"
3210,50,"mixed",0.0065332,-3.059543,-1.116621,"M"
3211,50,"mixed",0.0065332,0.1340672,0.3711052,"M"
3212,50,"mixed",0.0065332,0.8965662,1.6108772,"F"
3213,50,"mixed",0.0065332,1.1758492,0.8670142,"M"
3214,50,"mixed",0.0065332,-1.029067,-0.207455,"M"
3215,50,"mixed",0.0065332,-0.338842,-0.207455,"M"
3216,50,"mixed",0.0065332,-0.85267,-0.042152,"F"
3217,50,"mixed",0.0065332,0.4781942,0.9496652,"F"
3218,50,"mixed",0.0065332,-0.623051,-0.290107,"M"
3219,50,"mixed",0.0065332,-0.338842,0.0404992,"F"
3220,50,"mixed",0.0065332,0.2613242,-0.786016,"F"
3221,50,"mixed",0.0065332,-0.939378,0.1231502,"F"
3222,50,"mixed",0.0065332,-1.335315,-1.943136,"M"
3223,50,"mixed",0.0065332,-0.492781,0.2058022,"M"
3224,50,"mixed",0.0065332,0.4026692,0.9496652,"F"
3225,50,"mixed",0.0065332,-0.555112,-0.042152,"M"
3226,50,"mixed",0.0065332,-0.85267,-1.447227,"F"
3227,50,"mixed",0.0065332,0.2613242,-0.124804,"F"
3228,50,"mixed",0.0065332,-2.108644,-1.199273,"F"
3229,50,"mixed",0.0065332,0.0735362,1.1976192,"F"
3230,50,"mixed",0.0065332,0.6787592,0.8670142,"M"
3231,50,"mixed",0.0065332,-0.776109,-0.538061,"M"
3232,50,"mixed",0.0065332,-0.129085,-0.45541,"F"
3233,50,"mixed",0.0065332,0.6107292,1.1976192,"F"
3234,50,"mixed",0.0065332,-1.335315,-1.777833,"F"
3235,50,"mixed",0.0065332,-0.623051,-0.951318,"F"
3236,50,"mixed",0.0065332,0.4781942,1.0323172,"F"
3237,50,"mixed",0.0065332,-0.197611,0.2058022,"F"
3238,50,"mixed",0.0065332,0.1340672,0.2884532,"M"
3239,50,"mixed",0.0065332,-1.219486,-0.372758,"F"
3240,50,"mixed",0.0065332,-0.492781,-0.042152,"F"
3241,50,"mixed",0.0065332,-0.939378,-0.45541,"M"
3242,50,"mixed",0.0065332,-0.623051,-0.042152,"M"
3243,51,"mixed",-0.396984,0.3280722,0.3711052,"F"
3244,51,"mixed",-0.396984,-1.219486,-0.620713,"F"
3245,51,"mixed",-0.396984,-0.419801,0.5364082,"M"
3246,51,"mixed",-0.396984,1.5061852,0.7843622,"F"
3247,51,"mixed",-0.396984,0.0043222,1.0323172,"F"
3248,51,"mixed",-0.396984,-1.438662,-2.686999,"M"
3249,51,"mixed",-0.396984,-0.699505,-1.61253,"M"
3250,51,"mixed",-0.396984,-0.265159,-1.199273,"M"
3251,51,"mixed",-0.396984,-0.492781,0.1231502,"M"
3252,51,"mixed",-0.396984,-0.939378,-2.273742,"F"
3253,51,"mixed",-0.396984,-1.029067,-2.521696,"M"
3254,51,"mixed",-0.396984,-1.438662,1.1976192,"M"
3255,51,"mixed",-0.396984,-0.129085,0.5364082,"M"
3256,51,"mixed",-0.396984,-1.962075,-1.695182,"M"
3257,51,"mixed",-0.396984,-0.939378,-0.45541,"F"
3258,51,"mixed",-0.396984,-0.338842,0.4537562,"F"
3259,51,"mixed",-0.396984,0.4026692,-0.45541,"F"
3260,51,"mixed",-0.396984,0.8965662,-0.042152,"F"
3261,51,"mixed",-0.396984,-0.265159,-0.868667,"F"
3262,51,"mixed",-0.396984,-0.776109,-0.538061,"M"
3263,51,"mixed",-0.396984,-0.129085,-0.042152,"M"
3264,51,"mixed",-0.396984,0.0735362,-2.273742,"M"
3265,51,"mixed",-0.396984,-0.776109,-1.03397,"M"
3266,51,"mixed",-0.396984,-0.699505,-0.868667,"F"
3267,51,"mixed",-0.396984,-0.85267,-0.703364,"M"
3268,51,"mixed",-0.396984,0.5443412,-1.364576,"F"
3269,51,"mixed",-0.396984,1.1094382,0.2884532,"F"
3270,51,"mixed",-0.396984,0.6107292,-0.703364,"M"
3271,51,"mixed",-0.396984,-0.129085,0.6190592,"M"
3272,51,"mixed",-0.396984,-0.85267,0.1231502,"M"
3273,51,"mixed",-0.396984,-1.723882,-2.356393,"M"
3274,51,"mixed",-0.396984,-1.118624,-2.439045,"M"
3275,51,"mixed",-0.396984,0.0043222,-0.951318,"F"
3276,51,"mixed",-0.396984,-0.419801,-0.538061,"F"
3277,51,"mixed",-0.396984,-0.699505,-0.538061,"F"
3278,51,"mixed",-0.396984,-1.335315,-0.372758,"F"
3279,51,"mixed",-0.396984,-0.699505,1.8588312,"M"
3280,51,"mixed",-0.396984,0.4781942,-0.124804,"F"
3281,51,"mixed",-0.396984,-0.492781,-2.025787,"F"
3282,51,"mixed",-0.396984,0.4026692,-0.538061,"M"
3283,51,"mixed",-0.396984,-1.438662,-0.868667,"M"
3284,51,"mixed",-0.396984,0.9675862,1.4455742,"F"
3285,51,"mixed",-0.396984,0.2613242,0.7017112,"F"
3286,51,"mixed",-0.396984,-0.623051,-0.290107,"F"
3287,51,"mixed",-0.396984,-0.265159,0.2058022,"M"
3288,51,"mixed",-0.396984,0.1340672,0.1231502,"F"
3289,51,"mixed",-0.396984,0.2613242,-0.372758,"F"
3290,51,"mixed",-0.396984,0.2613242,1.7761802,"F"
3291,51,"mixed",-0.396984,0.3280722,0.8670142,"M"
3292,51,"mixed",-0.396984,-0.776109,-1.281924,"F"
3293,51,"mixed",-0.396984,-0.776109,-1.116621,"M"
3294,51,"mixed",-0.396984,-0.419801,-0.372758,"F"
3295,51,"mixed",-0.396984,-0.062088,-1.777833,"F"
3296,51,"mixed",-0.396984,0.8219882,0.8670142,"M"
3297,51,"mixed",-0.396984,-0.129085,-0.45541,"F"
3298,51,"mixed",-0.396984,1.1094382,1.1149682,"F"
3299,51,"mixed",-0.396984,-0.265159,-0.620713,"F"
3300,51,"mixed",-0.396984,0.4026692,0.9496652,"F"
3301,52,"boys",0.1963172,0.9675862,1.6108772,"M"
3302,52,"boys",0.1963172,0.4026692,-1.860484,"M"
3303,52,"boys",0.1963172,-0.555112,0.3711052,"M"
3304,52,"boys",0.1963172,1.0396082,0.0404992,"M"
3305,52,"boys",0.1963172,2.2031212,1.5282252,"M"
3306,52,"boys",0.1963172,0.9675862,0.9496652,"M"
3307,52,"boys",0.1963172,-1.62373,-0.042152,"M"
3308,52,"boys",0.1963172,0.0043222,-0.124804,"M"
3309,52,"boys",0.1963172,-0.699505,-0.620713,"M"
3310,52,"boys",0.1963172,-0.555112,-1.529879,"M"
3311,52,"boys",0.1963172,-0.555112,0.0404992,"M"
3312,52,"boys",0.1963172,0.4026692,-0.45541,"M"
3313,52,"boys",0.1963172,1.1094382,0.2058022,"M"
3314,52,"boys",0.1963172,-0.197611,0.3711052,"M"
3315,52,"boys",0.1963172,1.5792202,0.9496652,"M"
3316,52,"boys",0.1963172,2.0397092,1.8588312,"M"
3317,52,"boys",0.1963172,1.9003352,1.9414832,"M"
3318,52,"boys",0.1963172,-0.419801,-1.364576,"M"
3319,52,"boys",0.1963172,0.9675862,0.2884532,"M"
3320,52,"boys",0.1963172,0.7472282,-0.042152,"M"
3321,52,"boys",0.1963172,-0.197611,-0.372758,"M"
3322,52,"boys",0.1963172,-0.85267,-0.124804,"M"
3323,52,"boys",0.1963172,1.9003352,1.2802712,"M"
3324,52,"boys",0.1963172,0.1340672,0.3711052,"M"
3325,52,"boys",0.1963172,-1.62373,-1.116621,"M"
3326,52,"boys",0.1963172,-2.108644,0.5364082,"M"
3327,52,"boys",0.1963172,-1.029067,-1.529879,"M"
3328,52,"boys",0.1963172,1.0396082,-0.45541,"M"
3329,52,"boys",0.1963172,1.9771072,0.7017112,"M"
3330,52,"boys",0.1963172,1.1758492,-1.116621,"M"
3331,52,"boys",0.1963172,-0.776109,-0.538061,"M"
3332,52,"boys",0.1963172,-0.129085,1.6935282,"M"
3333,52,"boys",0.1963172,1.1094382,0.3711052,"M"
3334,52,"boys",0.1963172,1.1758492,0.9496652,"M"
3335,52,"boys",0.1963172,1.6618062,0.6190592,"M"
3336,52,"boys",0.1963172,1.9003352,1.4455742,"M"
3337,52,"boys",0.1963172,-0.85267,-0.951318,"M"
3338,52,"boys",0.1963172,-0.197611,-0.703364,"M"
3339,52,"boys",0.1963172,0.6107292,-0.207455,"M"
3340,52,"boys",0.1963172,0.2613242,0.8670142,"M"
3341,52,"boys",0.1963172,0.0043222,-0.124804,"M"
3342,52,"boys",0.1963172,1.3747412,0.6190592,"M"
3343,52,"boys",0.1963172,1.0396082,0.6190592,"M"
3344,52,"boys",0.1963172,-0.623051,-0.372758,"M"
3345,52,"boys",0.1963172,1.0396082,0.7017112,"M"
3346,52,"boys",0.1963172,-0.129085,-1.03397,"M"
3347,52,"boys",0.1963172,0.8219882,-0.372758,"M"
3348,52,"boys",0.1963172,1.3101422,0.7843622,"M"
3349,52,"boys",0.1963172,-0.623051,-1.943136,"M"
3350,52,"boys",0.1963172,1.5792202,0.3711052,"M"
3351,52,"boys",0.1963172,-1.723882,-0.620713,"M"
3352,52,"boys",0.1963172,1.3101422,0.5364082,"M"
3353,52,"boys",0.1963172,2.2031212,1.6108772,"M"
3354,52,"boys",0.1963172,0.8965662,0.7017112,"M"
3355,52,"boys",0.1963172,1.3747412,0.0404992,"M"
3356,52,"boys",0.1963172,2.4086922,2.3547402,"M"
3357,52,"boys",0.1963172,0.4026692,0.2884532,"M"
3358,52,"boys",0.1963172,-0.492781,-1.943136,"M"
3359,52,"boys",0.1963172,0.8219882,0.3711052,"M"
3360,52,"boys",0.1963172,2.1029752,1.5282252,"M"
3361,52,"boys",0.1963172,2.5323522,2.0241342,"M"
3362,53,"girls",0.3805512,-0.129085,0.0404992,"F"
3363,53,"girls",0.3805512,0.1340672,0.6190592,"F"
3364,53,"girls",0.3805512,-1.118624,-1.447227,"F"
3365,53,"girls",0.3805512,0.4026692,0.6190592,"F"
3366,53,"girls",0.3805512,2.4086922,1.2802712,"F"
3367,53,"girls",0.3805512,1.1094382,-0.042152,"F"
3368,53,"girls",0.3805512,0.1941492,0.1231502,"F"
3369,53,"girls",0.3805512,1.6618062,1.1149682,"F"
3370,53,"girls",0.3805512,1.8138272,0.7017112,"F"
3371,53,"girls",0.3805512,0.0735362,-0.868667,"F"
3372,53,"girls",0.3805512,0.1340672,-0.042152,"F"
3373,53,"girls",0.3805512,0.2613242,-0.042152,"F"
3374,53,"girls",0.3805512,2.9246672,0.6190592,"F"
3375,53,"girls",0.3805512,1.8138272,0.6190592,"F"
3376,53,"girls",0.3805512,3.1340482,1.4455742,"F"
3377,53,"girls",0.3805512,1.5061852,1.9414832,"F"
3378,53,"girls",0.3805512,1.5792202,0.4537562,"F"
3379,53,"girls",0.3805512,-0.338842,-0.703364,"F"
3380,53,"girls",0.3805512,1.1758492,0.3711052,"F"
3381,53,"girls",0.3805512,-0.338842,-0.620713,"F"
3382,53,"girls",0.3805512,-1.118624,-1.529879,"F"
3383,53,"girls",0.3805512,0.4781942,0.1231502,"F"
3384,53,"girls",0.3805512,0.9675862,-0.290107,"F"
3385,53,"girls",0.3805512,1.7348992,1.7761802,"F"
3386,53,"girls",0.3805512,3.3747382,2.0241342,"F"
3387,53,"girls",0.3805512,0.7472282,0.3711052,"F"
3388,53,"girls",0.3805512,2.7018012,1.1976192,"F"
3389,53,"girls",0.3805512,2.4086922,1.0323172,"F"
3390,53,"girls",0.3805512,-0.197611,-0.124804,"F"
3391,53,"girls",0.3805512,2.1029752,0.5364082,"F"
3392,53,"girls",0.3805512,1.9003352,1.8588312,"F"
3393,53,"girls",0.3805512,-0.555112,0.4537562,"F"
3394,53,"girls",0.3805512,0.9675862,-0.207455,"F"
3395,53,"girls",0.3805512,1.1094382,1.3629222,"F"
3396,53,"girls",0.3805512,1.6618062,1.4455742,"F"
3397,53,"girls",0.3805512,-1.118624,-0.786016,"F"
3398,53,"girls",0.3805512,0.3280722,0.6190592,"F"
3399,53,"girls",0.3805512,1.9771072,1.0323172,"F"
3400,53,"girls",0.3805512,0.6107292,0.3711052,"F"
3401,53,"girls",0.3805512,1.2405332,0.7843622,"F"
3402,53,"girls",0.3805512,1.6618062,0.1231502,"F"
3403,53,"girls",0.3805512,-1.029067,-0.45541,"F"
3404,53,"girls",0.3805512,0.6787592,-0.124804,"F"
3405,53,"girls",0.3805512,-0.062088,0.3711052,"F"
3406,53,"girls",0.3805512,-1.962075,-2.439045,"F"
3407,53,"girls",0.3805512,-1.438662,-1.364576,"F"
3408,53,"girls",0.3805512,-0.492781,-0.786016,"F"
3409,53,"girls",0.3805512,0.1941492,0.4537562,"F"
3410,53,"girls",0.3805512,1.1758492,-0.372758,"F"
3411,53,"girls",0.3805512,1.8138272,0.9496652,"F"
3412,53,"girls",0.3805512,2.2031212,0.9496652,"F"
3413,53,"girls",0.3805512,1.6618062,0.8670142,"F"
3414,53,"girls",0.3805512,2.4086922,0.0404992,"F"
3415,53,"girls",0.3805512,2.9246672,2.1067862,"F"
3416,53,"girls",0.3805512,-1.219486,-1.777833,"F"
3417,53,"girls",0.3805512,2.7960982,1.6935282,"F"
3418,53,"girls",0.3805512,0.8219882,0.5364082,"F"
3419,53,"girls",0.3805512,0.6107292,0.4537562,"F"
3420,53,"girls",0.3805512,2.5323522,-0.372758,"F"
3421,53,"girls",0.3805512,0.2613242,0.0404992,"F"
3422,53,"girls",0.3805512,0.5443412,1.1976192,"F"
3423,53,"girls",0.3805512,2.6267392,0.9496652,"F"
3424,53,"girls",0.3805512,2.2031212,0.9496652,"F"
3425,53,"girls",0.3805512,-0.699505,-1.03397,"F"
3426,53,"girls",0.3805512,1.1758492,0.8670142,"F"
3427,53,"girls",0.3805512,2.7960982,1.5282252,"F"
3428,53,"girls",0.3805512,0.7472282,0.6190592,"F"
3429,53,"girls",0.3805512,2.7960982,0.7843622,"F"
3430,53,"girls",0.3805512,2.5323522,0.8670142,"F"
3431,53,"girls",0.3805512,0.2613242,0.7843622,"F"
3432,54,"mixed",0.5880652,0.2613242,0.2884532,"M"
3433,54,"mixed",0.5880652,-1.62373,0.2058022,"M"
3434,54,"mixed",0.5880652,-1.118624,1.0323172,"F"
3435,54,"mixed",0.5880652,-0.265159,0.9496652,"F"
3436,54,"mixed",0.5880652,-0.062088,1.1976192,"F"
3437,54,"mixed",0.5880652,-0.265159,0.3711052,"M"
3438,54,"mixed",0.5880652,-0.776109,-0.538061,"F"
3439,54,"mixed",0.5880652,-1.219486,1.1976192,"M"
3440,55,"mixed",0.2673852,2.2031212,1.4455742,"F"
3441,55,"mixed",0.2673852,1.6618062,0.8670142,"F"
3442,55,"mixed",0.2673852,2.6267392,1.6935282,"F"
3443,55,"mixed",0.2673852,0.1340672,0.1231502,"F"
3444,55,"mixed",0.2673852,0.2613242,0.2058022,"M"
3445,55,"mixed",0.2673852,0.6787592,0.6190592,"F"
3446,55,"mixed",0.2673852,0.0735362,0.2884532,"M"
3447,55,"mixed",0.2673852,0.1340672,-0.868667,"M"
3448,55,"mixed",0.2673852,0.8219882,0.6190592,"F"
3449,55,"mixed",0.2673852,1.6618062,1.1149682,"F"
3450,55,"mixed",0.2673852,0.4026692,1.6935282,"M"
3451,55,"mixed",0.2673852,0.8219882,1.1976192,"M"
3452,55,"mixed",0.2673852,1.3747412,2.1067862,"M"
3453,55,"mixed",0.2673852,0.4781942,0.6190592,"M"
3454,55,"mixed",0.2673852,0.6107292,-0.951318,"M"
3455,55,"mixed",0.2673852,0.7472282,0.5364082,"M"
3456,55,"mixed",0.2673852,1.4395322,1.0323172,"M"
3457,55,"mixed",0.2673852,1.5792202,0.3711052,"M"
3458,55,"mixed",0.2673852,2.2031212,0.6190592,"F"
3459,55,"mixed",0.2673852,-0.338842,-0.703364,"F"
3460,55,"mixed",0.2673852,1.7348992,1.0323172,"F"
3461,55,"mixed",0.2673852,1.3101422,0.4537562,"M"
3462,55,"mixed",0.2673852,-1.118624,-2.521696,"M"
3463,55,"mixed",0.2673852,-0.197611,0.6190592,"M"
3464,55,"mixed",0.2673852,-0.197611,0.1231502,"F"
3465,55,"mixed",0.2673852,1.0396082,0.2058022,"M"
3466,55,"mixed",0.2673852,1.6618062,-0.372758,"F"
3467,55,"mixed",0.2673852,1.3747412,0.1231502,"M"
3468,55,"mixed",0.2673852,-0.265159,-0.45541,"F"
3469,55,"mixed",0.2673852,0.2613242,-0.538061,"F"
3470,55,"mixed",0.2673852,-1.438662,-2.356393,"M"
3471,55,"mixed",0.2673852,0.0735362,0.0404992,"M"
3472,55,"mixed",0.2673852,0.8965662,0.0404992,"F"
3473,55,"mixed",0.2673852,-0.623051,-0.786016,"M"
3474,55,"mixed",0.2673852,2.0397092,2.0241342,"M"
3475,55,"mixed",0.2673852,2.2031212,-0.124804,"F"
3476,55,"mixed",0.2673852,2.2031212,0.5364082,"F"
3477,55,"mixed",0.2673852,0.1340672,-0.703364,"F"
3478,55,"mixed",0.2673852,2.0397092,1.5282252,"F"
3479,55,"mixed",0.2673852,-1.029067,0.1231502,"M"
3480,55,"mixed",0.2673852,1.3747412,1.6108772,"F"
3481,55,"mixed",0.2673852,1.1094382,1.8588312,"M"
3482,55,"mixed",0.2673852,0.8965662,-0.620713,"M"
3483,55,"mixed",0.2673852,0.9675862,1.2802712,"M"
3484,55,"mixed",0.2673852,0.1340672,-1.281924,"M"
3485,55,"mixed",0.2673852,-0.338842,-0.372758,"F"
3486,55,"mixed",0.2673852,0.0043222,-0.207455,"M"
3487,55,"mixed",0.2673852,0.4781942,-0.786016,"F"
3488,55,"mixed",0.2673852,-0.776109,0.6190592,"F"
3489,55,"mixed",0.2673852,1.3101422,0.4537562,"F"
3490,55,"mixed",0.2673852,-0.265159,-0.538061,"F"
3491,56,"mixed",-0.085653,1.3747412,1.1976192,"F"
3492,56,"mixed",-0.085653,-1.219486,-0.372758,"M"
3493,56,"mixed",-0.085653,0.6107292,0.4537562,"M"
3494,56,"mixed",-0.085653,0.7472282,0.3711052,"F"
3495,56,"mixed",-0.085653,-0.197611,0.8670142,"M"
3496,56,"mixed",-0.085653,-0.555112,-0.703364,"F"
3497,56,"mixed",-0.085653,-1.118624,-0.207455,"F"
3498,56,"mixed",-0.085653,1.6618062,0.6190592,"F"
3499,56,"mixed",-0.085653,-0.85267,-1.03397,"M"
3500,56,"mixed",-0.085653,0.9675862,0.0404992,"F"
3501,56,"mixed",-0.085653,0.2613242,0.5364082,"F"
3502,56,"mixed",-0.085653,0.9675862,-0.786016,"F"
3503,56,"mixed",-0.085653,-1.962075,-0.372758,"F"
3504,56,"mixed",-0.085653,-0.338842,0.2884532,"F"
3505,56,"mixed",-0.085653,0.8219882,1.1976192,"F"
3506,56,"mixed",-0.085653,0.9675862,-0.207455,"M"
3507,56,"mixed",-0.085653,1.5792202,0.2884532,"F"
3508,56,"mixed",-0.085653,1.7348992,-0.703364,"F"
3509,56,"mixed",-0.085653,-0.492781,0.6190592,"F"
3510,56,"mixed",-0.085653,-3.666072,-1.695182,"M"
3511,56,"mixed",-0.085653,-0.338842,-0.703364,"F"
3512,56,"mixed",-0.085653,-1.836687,-0.45541,"M"
3513,56,"mixed",-0.085653,1.3747412,0.6190592,"F"
3514,56,"mixed",-0.085653,1.6618062,0.6190592,"M"
3515,56,"mixed",-0.085653,-1.723882,-1.03397,"F"
3516,56,"mixed",-0.085653,-0.265159,-1.860484,"F"
3517,56,"mixed",-0.085653,-0.419801,-1.281924,"M"
3518,56,"mixed",-0.085653,-0.129085,-0.124804,"F"
3519,56,"mixed",-0.085653,-0.623051,-0.290107,"M"
3520,56,"mixed",-0.085653,-0.699505,0.1231502,"F"
3521,56,"mixed",-0.085653,0.8219882,0.7843622,"M"
3522,56,"mixed",-0.085653,0.5443412,0.7017112,"M"
3523,56,"mixed",-0.085653,-1.029067,-1.529879,"M"
3524,56,"mixed",-0.085653,-1.335315,-1.199273,"F"
3525,56,"mixed",-0.085653,1.4395322,1.1976192,"F"
3526,56,"mixed",-0.085653,-1.335315,-0.620713,"M"
3527,56,"mixed",-0.085653,0.8965662,1.7761802,"M"
3528,56,"mixed",-0.085653,0.4026692,-0.372758,"M"
3529,57,"boys",-0.064455,1.0396082,0.3711052,"M"
3530,57,"boys",-0.064455,0.5443412,-0.124804,"M"
3531,57,"boys",-0.064455,-0.492781,0.6190592,"M"
3532,57,"boys",-0.064455,-2.108644,-0.951318,"M"
3533,57,"boys",-0.064455,-0.197611,-0.45541,"M"
3534,57,"boys",-0.064455,1.8138272,1.4455742,"M"
3535,57,"boys",-0.064455,0.4026692,-0.207455,"M"
3536,57,"boys",-0.064455,0.0735362,-1.529879,"M"
3537,57,"boys",-0.064455,0.8965662,1.7761802,"M"
3538,57,"boys",-0.064455,0.8965662,0.5364082,"M"
3539,57,"boys",-0.064455,1.3101422,2.1067862,"M"
3540,57,"boys",-0.064455,1.0396082,-0.124804,"M"
3541,57,"boys",-0.064455,0.0735362,0.3711052,"M"
3542,57,"boys",-0.064455,-0.265159,-0.868667,"M"
3543,57,"boys",-0.064455,-0.492781,-1.281924,"M"
3544,57,"boys",-0.064455,-0.492781,0.0404992,"M"
3545,57,"boys",-0.064455,-0.85267,0.3711052,"M"
3546,57,"boys",-0.064455,-0.419801,1.1149682,"M"
3547,57,"boys",-0.064455,-1.219486,0.0404992,"M"
3548,57,"boys",-0.064455,0.0043222,0.4537562,"M"
3549,57,"boys",-0.064455,0.3280722,-0.538061,"M"
3550,57,"boys",-0.064455,-0.85267,-1.364576,"M"
3551,57,"boys",-0.064455,-1.335315,-1.777833,"M"
3552,57,"boys",-0.064455,-0.197611,0.1231502,"M"
3553,57,"boys",-0.064455,-1.219486,-0.703364,"M"
3554,57,"boys",-0.064455,-1.723882,-1.860484,"M"
3555,57,"boys",-0.064455,0.2613242,0.0404992,"M"
3556,57,"boys",-0.064455,0.5443412,0.3711052,"M"
3557,57,"boys",-0.064455,-0.265159,0.2884532,"M"
3558,57,"boys",-0.064455,0.7472282,-0.620713,"M"
3559,57,"boys",-0.064455,0.8219882,0.1231502,"M"
3560,57,"boys",-0.064455,-0.699505,-0.951318,"M"
3561,57,"boys",-0.064455,-1.526653,-1.03397,"M"
3562,57,"boys",-0.064455,1.0396082,-1.116621,"M"
3563,57,"boys",-0.064455,1.0396082,0.2058022,"M"
3564,57,"boys",-0.064455,0.3280722,0.7843622,"M"
3565,57,"boys",-0.064455,-0.338842,-1.943136,"M"
3566,57,"boys",-0.064455,0.7472282,0.7843622,"M"
